event,owner,liquidated,first_liq,block_label,block_time,health_factor
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h00,2023-03-09T00:00:00Z,1.0496
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h06,2023-03-09T06:00:00Z,1.0496
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h12,2023-03-09T12:00:00Z,1.0496
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h18,2023-03-09T18:00:00Z,1.0496
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h24,2023-03-10T00:00:00Z,1.0522
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h30,2023-03-10T06:00:00Z,1.0535
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h36,2023-03-10T12:00:00Z,1.0402
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h42,2023-03-10T18:00:00Z,1.05
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h48,2023-03-11T00:00:00Z,1.0404
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h54,2023-03-11T06:00:00Z,1.0769
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h60,2023-03-11T12:00:00Z,1.035
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h66,2023-03-11T18:00:00Z,1.0807
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h72,2023-03-12T00:00:00Z,1.1043
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h78,2023-03-12T06:00:00Z,1.1049
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h84,2023-03-12T12:00:00Z,1.082
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h90,2023-03-12T18:00:00Z,1.0887
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h96,2023-03-13T00:00:00Z,1.1184
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h102,2023-03-13T06:00:00Z,1.1325
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h108,2023-03-13T12:00:00Z,1.0966
usdc,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,true,2023-03-11T03:51:35.000Z,h114,2023-03-13T18:00:00Z,1.0929
usdc,0x686d6e2ac31ce00d364a6ecce01d5828266d50ec,true,2023-03-11T06:44:35.000Z,h00,2023-03-09T00:00:00Z,1.0626
usdc,0x686d6e2ac31ce00d364a6ecce01d5828266d50ec,true,2023-03-11T06:44:35.000Z,h06,2023-03-09T06:00:00Z,1.0626
usdc,0x686d6e2ac31ce00d364a6ecce01d5828266d50ec,true,2023-03-11T06:44:35.000Z,h12,2023-03-09T12:00:00Z,1.0626
usdc,0x686d6e2ac31ce00d364a6ecce01d5828266d50ec,true,2023-03-11T06:44:35.000Z,h18,2023-03-09T18:00:00Z,1.0626
